census_geoid,state_fips,place_fips,geography_name,acs_vintage,median_home_value,median_gross_rent,renter_cost_burden_30_pct_plus,renter_cost_burden_universe,source_id
1600000US4842568,48,42568,"Liberty city, Texas",2024,175300,1060,63.6,926,acs5_2024_place_housing
1600000US4842616,48,42616,"Liberty City CDP, Texas",2024,200000,1218,10.4,201,acs5_2024_place_housing
1600000US4842664,48,42664,"Liberty Hill city, Texas",2024,403200,1508,24.9,1025,acs5_2024_place_housing
1600000US4842820,48,42820,"Lindale city, Texas",2024,272800,1274,43.3,871,acs5_2024_place_housing
1600000US4842844,48,42844,"Linden city, Texas",2024,131300,580,44.2,339,acs5_2024_place_housing
1600000US4842868,48,42868,"Lindsay city, Texas",2024,352300,1212,30.4,56,acs5_2024_place_housing
1600000US4842874,48,42874,"Lindsay CDP, Texas",2024,136200,,,0,acs5_2024_place_housing
1600000US4842880,48,42880,"Lingleville CDP, Texas",2024,110900,,0.0,17,acs5_2024_place_housing
1600000US4842916,48,42916,"Linn CDP, Texas",2024,66200,1328,18.2,33,acs5_2024_place_housing
1600000US4842940,48,42940,"Lipan city, Texas",2024,266100,1234,47.6,21,acs5_2024_place_housing
1600000US4842952,48,42952,"Lipscomb CDP, Texas",2024,83800,,,0,acs5_2024_place_housing
1600000US4843000,48,43000,"Little Cypress CDP, Texas",2024,183900,867,30.9,97,acs5_2024_place_housing
1600000US4843012,48,43012,"Little Elm city, Texas",2024,420700,1953,42.2,5645,acs5_2024_place_housing
1600000US4843024,48,43024,"Littlefield city, Texas",2024,79400,1059,33.3,600,acs5_2024_place_housing
1600000US4843066,48,43066,"Little River-Academy city, Texas",2024,183300,1463,30.6,157,acs5_2024_place_housing
1600000US4843096,48,43096,"Live Oak city, Texas",2024,246300,1634,38.6,2796,acs5_2024_place_housing
1600000US4843120,48,43120,"Liverpool city, Texas",2024,158900,,12.8,39,acs5_2024_place_housing
1600000US4843132,48,43132,"Livingston town, Texas",2024,200100,1104,49.5,1200,acs5_2024_place_housing
1600000US4843144,48,43144,"Llano city, Texas",2024,234100,1078,54.1,579,acs5_2024_place_housing
1600000US4843150,48,43150,"Llano Grande CDP, Texas",2024,77400,574,23.0,100,acs5_2024_place_housing
1600000US4843216,48,43216,"Lockett CDP, Texas",2024,,,0.0,4,acs5_2024_place_housing
1600000US4843240,48,43240,"Lockhart city, Texas",2024,251600,1152,46.7,1792,acs5_2024_place_housing
1600000US4843252,48,43252,"Lockney town, Texas",2024,82600,718,15.3,137,acs5_2024_place_housing
1600000US4843354,48,43354,"Log Cabin city, Texas",2024,,1076,13.4,67,acs5_2024_place_housing
1600000US4843432,48,43432,"Lolita CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4843458,48,43458,"Loma Grande CDP, Texas",2024,33000,,,0,acs5_2024_place_housing
1600000US4843460,48,43460,"Loma Linda CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4843462,48,43462,"Loma Linda East CDP (Jim Wells County), Texas",2024,,,,0,acs5_2024_place_housing
1600000US4843463,48,43463,"Loma Linda East CDP (Starr County), Texas",2024,,,,0,acs5_2024_place_housing
1600000US4843465,48,43465,"Loma Linda West CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4843474,48,43474,"Loma Vista CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4843516,48,43516,"Lometa city, Texas",2024,160000,692,18.4,76,acs5_2024_place_housing
1600000US4843636,48,43636,"Lone Oak city, Texas",2024,168000,1125,20.9,43,acs5_2024_place_housing
1600000US4843684,48,43684,"Lone Star city, Texas",2024,137500,752,51.3,312,acs5_2024_place_housing
1600000US4843822,48,43822,"Longoria CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4843888,48,43888,"Longview city, Texas",2024,202600,1101,50.0,14946,acs5_2024_place_housing
1600000US4843948,48,43948,"Loop CDP, Texas",2024,9999,,0.0,12,acs5_2024_place_housing
1600000US4843960,48,43960,"Lopeño CDP, Texas",2024,,,0.0,29,acs5_2024_place_housing
1600000US4843972,48,43972,"Lopezville CDP, Texas",2024,74600,867,57.2,194,acs5_2024_place_housing
1600000US4843996,48,43996,"Loraine town, Texas",2024,60500,373,63.3,60,acs5_2024_place_housing
1600000US4844020,48,44020,"Lorena city, Texas",2024,281000,867,67.2,119,acs5_2024_place_housing
1600000US4844032,48,44032,"Lorenzo city, Texas",2024,100800,665,48.4,64,acs5_2024_place_housing
1600000US4844038,48,44038,"Los Altos CDP, Texas",2024,,,45.9,74,acs5_2024_place_housing
1600000US4844044,48,44044,"Los Alvarez CDP, Texas",2024,,,0.0,37,acs5_2024_place_housing
1600000US4844062,48,44062,"Los Angeles CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4844072,48,44072,"Los Arcos CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4844075,48,44075,"Los Arrieros CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4844076,48,44076,"Los Barreras CDP, Texas",2024,160700,,0.0,74,acs5_2024_place_housing
1600000US4844077,48,44077,"Los Centenarios CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4844079,48,44079,"Los Corralitos CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4844104,48,44104,"Los Ebanos CDP (Hidalgo County), Texas",2024,,,,0,acs5_2024_place_housing
1600000US4844110,48,44110,"Los Ebanos CDP (Starr County), Texas",2024,,,0.0,59,acs5_2024_place_housing
1600000US4844116,48,44116,"Los Fresnos city, Texas",2024,152200,989,58.6,900,acs5_2024_place_housing
1600000US4844120,48,44120,"Los Fresnos CDP, Texas",2024,,,100.0,11,acs5_2024_place_housing
1600000US4844123,48,44123,"Los Huisaches CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4844128,48,44128,"Los Indios town, Texas",2024,63500,819,42.1,38,acs5_2024_place_housing
1600000US4844142,48,44142,"Los Lobos CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4844145,48,44145,"Los Minerales CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4844146,48,44146,"Los Nopalitos CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4844162,48,44162,"Lost Creek CDP, Texas",2024,1163100,2833,80.3,66,acs5_2024_place_housing
1600000US4844167,48,44167,"Los Veteranos I CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4844168,48,44168,"Los Veteranos II CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4844170,48,44170,"Los Ybanez city, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4844176,48,44176,"Lott city, Texas",2024,76300,733,34.8,89,acs5_2024_place_housing
1600000US4844212,48,44212,"Louise CDP, Texas",2024,122700,1533,21.1,114,acs5_2024_place_housing
1600000US4844260,48,44260,"Lovelady city, Texas",2024,126800,1063,40.5,37,acs5_2024_place_housing
1600000US4844284,48,44284,"Loving CDP, Texas",2024,261900,,,0,acs5_2024_place_housing
1600000US4844308,48,44308,"Lowry Crossing city, Texas",2024,396900,1208,38.5,13,acs5_2024_place_housing
1600000US4844344,48,44344,"Lozano CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4845000,48,45000,"Lubbock city, Texas",2024,212400,1182,52.2,52270,acs5_2024_place_housing
1600000US4845012,48,45012,"Lucas city, Texas",2024,941900,,100.0,216,acs5_2024_place_housing
1600000US4845048,48,45048,"Lueders city, Texas",2024,33500,,50.0,10,acs5_2024_place_housing
1600000US4845072,48,45072,"Lufkin city, Texas",2024,179600,1079,48.8,6250,acs5_2024_place_housing
1600000US4845096,48,45096,"Luling city, Texas",2024,210300,1021,50.3,917,acs5_2024_place_housing
1600000US4845120,48,45120,"Lumberton city, Texas",2024,291900,1067,28.3,812,acs5_2024_place_housing
1600000US4845228,48,45228,"Lyford city, Texas",2024,59400,748,59.0,105,acs5_2024_place_housing
1600000US4845276,48,45276,"Lyons CDP, Texas",2024,210400,,0.0,41,acs5_2024_place_housing
1600000US4845288,48,45288,"Lytle city, Texas",2024,187500,1099,69.9,146,acs5_2024_place_housing
1600000US4845324,48,45324,"Mabank town, Texas",2024,254900,994,63.0,1047,acs5_2024_place_housing
1600000US4845384,48,45384,"McAllen city, Texas",2024,190400,1049,47.2,19809,acs5_2024_place_housing
1600000US4845432,48,45432,"McCamey city, Texas",2024,96000,1176,34.4,186,acs5_2024_place_housing
1600000US4845444,48,45444,"McCaulley CDP, Texas",2024,,,0.0,12,acs5_2024_place_housing
1600000US4845564,48,45564,"McDade CDP, Texas",2024,314300,1208,24.0,25,acs5_2024_place_housing
1600000US4845576,48,45576,"Macdona CDP, Texas",2024,175000,,26.9,26,acs5_2024_place_housing
1600000US4845672,48,45672,"McGregor city, Texas",2024,221700,1194,52.8,642,acs5_2024_place_housing
1600000US4845744,48,45744,"McKinney city, Texas",2024,471800,1901,46.9,26782,acs5_2024_place_housing
1600000US4845750,48,45750,"McKinney Acres CDP, Texas",2024,139600,,0.0,71,acs5_2024_place_housing
1600000US4845780,48,45780,"McLean town, Texas",2024,76000,933,8.0,50,acs5_2024_place_housing
1600000US4845804,48,45804,"McLendon-Chisholm city, Texas",2024,629400,,71.4,21,acs5_2024_place_housing
1600000US4845816,48,45816,"McLeod CDP, Texas",2024,,733,18.2,66,acs5_2024_place_housing
1600000US4845948,48,45948,"McQueeney CDP, Texas",2024,307100,,84.0,94,acs5_2024_place_housing
1600000US4845996,48,45996,"Madisonville city, Texas",2024,121300,1014,49.0,506,acs5_2024_place_housing
1600000US4846056,48,46056,"Magnolia city, Texas",2024,322800,1121,46.7,580,acs5_2024_place_housing
1600000US4846080,48,46080,"Magnolia Beach CDP, Texas",2024,271100,,,0,acs5_2024_place_housing
1600000US4846224,48,46224,"Malakoff city, Texas",2024,83800,834,33.7,315,acs5_2024_place_housing
1600000US4846260,48,46260,"Malone town, Texas",2024,117600,850,31.2,16,acs5_2024_place_housing
1600000US4846308,48,46308,"Manchaca CDP, Texas",2024,573800,2591,13.5,185,acs5_2024_place_housing
1600000US4846440,48,46440,"Manor city, Texas",2024,347900,1594,69.2,1594,acs5_2024_place_housing
1600000US4846452,48,46452,"Mansfield city, Texas",2024,410700,1954,54.5,7218,acs5_2024_place_housing
1600000US4846492,48,46492,"Manuel Garcia CDP, Texas",2024,110600,,,0,acs5_2024_place_housing
1600000US4846494,48,46494,"Manuel Garcia II CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4846500,48,46500,"Manvel city, Texas",2024,338700,2209,61.6,901,acs5_2024_place_housing
1600000US4846572,48,46572,"Marathon CDP, Texas",2024,240000,,0.0,75,acs5_2024_place_housing
1600000US4846584,48,46584,"Marble Falls city, Texas",2024,338800,1360,46.1,1826,acs5_2024_place_housing
1600000US4846620,48,46620,"Marfa city, Texas",2024,251400,474,67.5,289,acs5_2024_place_housing
1600000US4846668,48,46668,"Marietta town, Texas",2024,155400,,0.0,1,acs5_2024_place_housing
1600000US4846692,48,46692,"Marion city, Texas",2024,162100,1296,47.4,114,acs5_2024_place_housing
1600000US4846716,48,46716,"Markham CDP, Texas",2024,137600,,,0,acs5_2024_place_housing
1600000US4846740,48,46740,"Marlin city, Texas",2024,66000,689,38.1,703,acs5_2024_place_housing
1600000US4846752,48,46752,"Marquez city, Texas",2024,,,0.0,9,acs5_2024_place_housing
1600000US4846776,48,46776,"Marshall city, Texas",2024,141400,949,48.1,3494,acs5_2024_place_housing
1600000US4846824,48,46824,"Mart city, Texas",2024,116100,895,53.6,222,acs5_2024_place_housing
1600000US4846848,48,46848,"Martindale city, Texas",2024,326300,1331,58.2,91,acs5_2024_place_housing
1600000US4846854,48,46854,"Martinez CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4846968,48,46968,"Mason city, Texas",2024,259800,825,16.2,191,acs5_2024_place_housing
1600000US4847004,48,47004,"Matador town, Texas",2024,87600,584,17.7,79,acs5_2024_place_housing
1600000US4847016,48,47016,"Matagorda CDP, Texas",2024,380000,,,0,acs5_2024_place_housing
1600000US4847040,48,47040,"Mathis city, Texas",2024,81500,830,38.1,646,acs5_2024_place_housing
1600000US4847088,48,47088,"Maud city, Texas",2024,96800,786,53.8,143,acs5_2024_place_housing
1600000US4847100,48,47100,"Mauriceville CDP, Texas",2024,179600,1031,31.9,342,acs5_2024_place_housing
1600000US4847172,48,47172,"May CDP, Texas",2024,,950,0.0,20,acs5_2024_place_housing
1600000US4847268,48,47268,"Maypearl city, Texas",2024,335300,1570,36.7,150,acs5_2024_place_housing
1600000US4847316,48,47316,"Meadow town, Texas",2024,80900,721,10.2,49,acs5_2024_place_housing
1600000US4847330,48,47330,"Meadowlakes city, Texas",2024,385900,1685,36.3,113,acs5_2024_place_housing
1600000US4847337,48,47337,"Meadows Place city, Texas",2024,271100,1600,63.6,464,acs5_2024_place_housing
1600000US4847406,48,47406,"Medina CDP, Texas",2024,65000,604,42.7,358,acs5_2024_place_housing
1600000US4847460,48,47460,"Megargel town, Texas",2024,,,23.8,21,acs5_2024_place_housing
1600000US4847496,48,47496,"Melissa city, Texas",2024,454000,2532,53.9,699,acs5_2024_place_housing
1600000US4847568,48,47568,"Melvin town, Texas",2024,43300,,0.0,4,acs5_2024_place_housing
1600000US4847616,48,47616,"Memphis city, Texas",2024,77300,491,21.3,244,acs5_2024_place_housing
1600000US4847628,48,47628,"Menard city, Texas",2024,72800,673,20.9,129,acs5_2024_place_housing
1600000US4847676,48,47676,"Mentone CDP, Texas",2024,,,0.0,1,acs5_2024_place_housing
1600000US4847700,48,47700,"Mercedes city, Texas",2024,111800,812,56.1,1935,acs5_2024_place_housing
1600000US4847760,48,47760,"Meridian city, Texas",2024,116700,738,40.8,321,acs5_2024_place_housing
1600000US4847796,48,47796,"Merkel town, Texas",2024,115100,1058,9.3,248,acs5_2024_place_housing
1600000US4847820,48,47820,"Mertens town, Texas",2024,88000,630,0.0,20,acs5_2024_place_housing
1600000US4847832,48,47832,"Mertzon city, Texas",2024,134400,2633,10.8,65,acs5_2024_place_housing
1600000US4847892,48,47892,"Mesquite city, Texas",2024,245700,1513,59.0,18670,acs5_2024_place_housing
1600000US4847898,48,47898,"Mesquite CDP, Texas",2024,,,0.0,123,acs5_2024_place_housing
1600000US4847916,48,47916,"Mexia city, Texas",2024,109900,887,52.4,1084,acs5_2024_place_housing
1600000US4847988,48,47988,"Miami city, Texas",2024,122500,845,0.0,15,acs5_2024_place_housing
1600000US4848048,48,48048,"Midfield CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4848072,48,48072,"Midland city, Texas",2024,319200,1434,50.6,18632,acs5_2024_place_housing
1600000US4848096,48,48096,"Midlothian city, Texas",2024,411800,2013,47.5,2639,acs5_2024_place_housing
1600000US4848180,48,48180,"Midway city, Texas",2024,108300,1288,7.4,27,acs5_2024_place_housing
1600000US4848272,48,48272,"Midway North CDP, Texas",2024,112200,1042,65.8,111,acs5_2024_place_housing
1600000US4848280,48,48280,"Midway South CDP, Texas",2024,108400,738,42.9,147,acs5_2024_place_housing
1600000US4848315,48,48315,"Miguel Barrera CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4848318,48,48318,"Mikes CDP, Texas",2024,95000,,78.9,38,acs5_2024_place_housing
1600000US4848320,48,48320,"Mila Doce CDP, Texas",2024,67700,640,31.2,308,acs5_2024_place_housing
1600000US4848324,48,48324,"Milam CDP, Texas",2024,206300,,0.0,59,acs5_2024_place_housing
1600000US4848336,48,48336,"Milano city, Texas",2024,81900,596,64.7,17,acs5_2024_place_housing
1600000US4848372,48,48372,"Mildred town, Texas",2024,177200,,0.0,19,acs5_2024_place_housing
1600000US4848396,48,48396,"Miles city, Texas",2024,203800,805,6.1,98,acs5_2024_place_housing
1600000US4848408,48,48408,"Milford town, Texas",2024,160200,924,70.1,167,acs5_2024_place_housing
1600000US4848478,48,48478,"Miller's Cove town, Texas",2024,9999,,36.4,11,acs5_2024_place_housing
1600000US4848564,48,48564,"Millsap town, Texas",2024,210200,1000,42.9,7,acs5_2024_place_housing
1600000US4848648,48,48648,"Mineola city, Texas",2024,215700,931,49.8,908,acs5_2024_place_housing
1600000US4848684,48,48684,"Mineral Wells city, Texas",2024,161300,1077,49.4,2363,acs5_2024_place_housing
1600000US4848720,48,48720,"Mingus city, Texas",2024,82100,850,41.4,29,acs5_2024_place_housing
1600000US4848750,48,48750,"Mi Ranchito Estate CDP, Texas",2024,217200,,0.0,50,acs5_2024_place_housing
1600000US4848756,48,48756,"Mirando City CDP, Texas",2024,70700,,0.0,2,acs5_2024_place_housing
1600000US4848768,48,48768,"Mission city, Texas",2024,175700,950,40.3,8261,acs5_2024_place_housing
1600000US4848772,48,48772,"Mission Bend CDP, Texas",2024,233800,1747,63.2,2494,acs5_2024_place_housing
1600000US4848804,48,48804,"Missouri City city, Texas",2024,311400,1931,61.7,4981,acs5_2024_place_housing
1600000US4848852,48,48852,"Mobeetie city, Texas",2024,,,37.5,8,acs5_2024_place_housing
1600000US4848858,48,48858,"Mobile City city, Texas",2024,22200,1175,97.4,76,acs5_2024_place_housing
1600000US4848936,48,48936,"Monahans city, Texas",2024,160800,1110,32.3,775,acs5_2024_place_housing
1600000US4849032,48,49032,"Montague CDP, Texas",2024,326900,,57.1,7,acs5_2024_place_housing
1600000US4849068,48,49068,"Mont Belvieu city, Texas",2024,411000,1701,42.1,755,acs5_2024_place_housing
1600000US4849080,48,49080,"Monte Alto CDP, Texas",2024,89400,927,14.0,143,acs5_2024_place_housing
1600000US4849128,48,49128,"Montgomery city, Texas",2024,363200,1417,67.5,510,acs5_2024_place_housing
1600000US4849200,48,49200,"Moody city, Texas",2024,168800,1214,41.2,119,acs5_2024_place_housing
1600000US4849224,48,49224,"Moore CDP, Texas",2024,,,100.0,46,acs5_2024_place_housing
1600000US4849272,48,49272,"Moore Station city, Texas",2024,101800,,100.0,12,acs5_2024_place_housing
1600000US4849300,48,49300,"Moraida CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4849314,48,49314,"Morales-Sanchez CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4849320,48,49320,"Moran city, Texas",2024,44300,583,50.0,32,acs5_2024_place_housing
1600000US4849356,48,49356,"Morgan city, Texas",2024,81800,930,49.2,61,acs5_2024_place_housing
1600000US4849359,48,49359,"Morgan Farm CDP, Texas",2024,275000,,53.8,26,acs5_2024_place_housing
1600000US4849380,48,49380,"Morgan's Point city, Texas",2024,425000,1354,63.6,22,acs5_2024_place_housing
1600000US4849392,48,49392,"Morgan's Point Resort city, Texas",2024,245100,1819,48.5,99,acs5_2024_place_housing
1600000US4849411,48,49411,"Morning Glory CDP, Texas",2024,160000,,,0,acs5_2024_place_housing
1600000US4849440,48,49440,"Morse CDP, Texas",2024,74900,620,52.2,23,acs5_2024_place_housing
1600000US4849464,48,49464,"Morton city, Texas",2024,42600,687,14.1,227,acs5_2024_place_housing
1600000US4849512,48,49512,"Mosheim CDP, Texas",2024,,,0.0,6,acs5_2024_place_housing
1600000US4849560,48,49560,"Moulton town, Texas",2024,159800,1215,17.3,104,acs5_2024_place_housing
1600000US4849572,48,49572,"Mound CDP, Texas",2024,,,0.0,18,acs5_2024_place_housing
1600000US4849600,48,49600,"Mountain City city, Texas",2024,494800,,,0,acs5_2024_place_housing
1600000US4849692,48,49692,"Mount Calm city, Texas",2024,111700,1143,35.8,53,acs5_2024_place_housing
1600000US4849728,48,49728,"Mount Enterprise city, Texas",2024,196400,1083,35.1,37,acs5_2024_place_housing
1600000US4849800,48,49800,"Mount Pleasant city, Texas",2024,170700,910,45.5,2345,acs5_2024_place_housing
1600000US4849860,48,49860,"Mount Vernon town, Texas",2024,178500,929,27.5,273,acs5_2024_place_housing
1600000US4849932,48,49932,"Muenster city, Texas",2024,270700,1424,54.4,147,acs5_2024_place_housing
1600000US4849968,48,49968,"Muleshoe city, Texas",2024,98600,938,36.8,361,acs5_2024_place_housing
1600000US4849992,48,49992,"Mullin town, Texas",2024,88100,775,28.6,14,acs5_2024_place_housing
1600000US4850040,48,50040,"Munday city, Texas",2024,79500,481,3.6,110,acs5_2024_place_housing
1600000US4850058,48,50058,"Muniz CDP, Texas",2024,96400,,0.0,27,acs5_2024_place_housing
1600000US4850076,48,50076,"Murchison city, Texas",2024,162500,1097,28.0,75,acs5_2024_place_housing
1600000US4850092,48,50092,"Murillo CDP, Texas",2024,164100,748,56.6,491,acs5_2024_place_housing
1600000US4850100,48,50100,"Murphy city, Texas",2024,555500,2847,72.7,377,acs5_2024_place_housing
1600000US4850184,48,50184,"Mustang town, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4850200,48,50200,"Mustang Ridge city, Texas",2024,320900,1368,32.7,55,acs5_2024_place_housing
1600000US4850220,48,50220,"Myra CDP, Texas",2024,,,0.0,5,acs5_2024_place_housing
1600000US4850232,48,50232,"Myrtle Springs CDP, Texas",2024,308700,,0.0,99,acs5_2024_place_housing
1600000US4850256,48,50256,"Nacogdoches city, Texas",2024,186000,964,54.2,7754,acs5_2024_place_housing
1600000US4850268,48,50268,"Nada CDP, Texas",2024,161700,,,0,acs5_2024_place_housing
1600000US4850316,48,50316,"Naples city, Texas",2024,104900,800,46.8,216,acs5_2024_place_housing
1600000US4850322,48,50322,"Narciso Pena CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4850352,48,50352,"Nash city, Texas",2024,156200,919,60.2,566,acs5_2024_place_housing
1600000US4850376,48,50376,"Nassau Bay city, Texas",2024,374600,1331,46.3,1324,acs5_2024_place_housing
1600000US4850400,48,50400,"Natalia city, Texas",2024,141700,810,44.8,87,acs5_2024_place_housing
1600000US4850448,48,50448,"Navarro town, Texas",2024,134700,1089,88.9,18,acs5_2024_place_housing
1600000US4850472,48,50472,"Navasota city, Texas",2024,208100,860,45.1,1091,acs5_2024_place_housing
1600000US4850496,48,50496,"Nazareth city, Texas",2024,245500,,,0,acs5_2024_place_housing
1600000US4850544,48,50544,"Neches CDP, Texas",2024,,,9.4,32,acs5_2024_place_housing
1600000US4850580,48,50580,"Nederland city, Texas",2024,208300,1400,47.2,2043,acs5_2024_place_housing
1600000US4850628,48,50628,"Needville city, Texas",2024,221700,1506,22.4,567,acs5_2024_place_housing
1600000US4850724,48,50724,"Nesbitt town, Texas",2024,289500,,0.0,21,acs5_2024_place_housing
1600000US4850742,48,50742,"Netos CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4850760,48,50760,"Nevada city, Texas",2024,393800,1654,16.7,18,acs5_2024_place_housing
1600000US4850772,48,50772,"Newark city, Texas",2024,137500,1143,39.5,81,acs5_2024_place_housing
1600000US4850796,48,50796,"New Berlin city, Texas",2024,434500,1365,3.7,54,acs5_2024_place_housing
1600000US4850808,48,50808,"New Boston city, Texas",2024,111500,850,25.0,617,acs5_2024_place_housing
1600000US4850820,48,50820,"New Braunfels city, Texas",2024,339400,1654,48.9,14226,acs5_2024_place_housing
1600000US4850868,48,50868,"Newcastle city, Texas",2024,49400,586,7.9,89,acs5_2024_place_housing
1600000US4850876,48,50876,"New Chapel Hill city, Texas",2024,186400,1095,27.8,79,acs5_2024_place_housing
1600000US4850916,48,50916,"New Deal town, Texas",2024,,718,52.6,19,acs5_2024_place_housing
1600000US4850920,48,50920,"New Fairview city, Texas",2024,233000,1469,13.5,52,acs5_2024_place_housing
1600000US4850924,48,50924,"New Falcon CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4851012,48,51012,"New Home city, Texas",2024,237500,,21.4,28,acs5_2024_place_housing
1600000US4851036,48,51036,"New Hope town, Texas",2024,422800,1827,14.1,85,acs5_2024_place_housing
1600000US4851168,48,51168,"New London city, Texas",2024,150000,,38.1,21,acs5_2024_place_housing
1600000US4851336,48,51336,"New Summerfield city, Texas",2024,84300,970,23.8,42,acs5_2024_place_housing
1600000US4851372,48,51372,"Newton city, Texas",2024,102100,1032,44.9,276,acs5_2024_place_housing
1600000US4851384,48,51384,"New Ulm CDP, Texas",2024,,,0.0,47,acs5_2024_place_housing
1600000US4851396,48,51396,"New Waverly city, Texas",2024,162500,1245,69.9,156,acs5_2024_place_housing
1600000US4851444,48,51444,"Neylandville town, Texas",2024,375000,,100.0,14,acs5_2024_place_housing
1600000US4851492,48,51492,"Niederwald city, Texas",2024,286500,1716,80.0,100,acs5_2024_place_housing
1600000US4851552,48,51552,"Nina CDP, Texas",2024,,,0.0,24,acs5_2024_place_housing
1600000US4851588,48,51588,"Nixon city, Texas",2024,74900,845,20.5,273,acs5_2024_place_housing
1600000US4851648,48,51648,"Nocona city, Texas",2024,122400,736,27.6,283,acs5_2024_place_housing
1600000US4851654,48,51654,"Nocona Hills CDP, Texas",2024,231300,,57.4,61,acs5_2024_place_housing
1600000US4851708,48,51708,"Nolanville city, Texas",2024,244900,1174,44.9,962,acs5_2024_place_housing
1600000US4851720,48,51720,"Nome city, Texas",2024,166100,,27.6,29,acs5_2024_place_housing
1600000US4851756,48,51756,"Noonday city, Texas",2024,267200,1334,66.7,81,acs5_2024_place_housing
1600000US4851792,48,51792,"Nordheim city, Texas",2024,47500,,2.9,34,acs5_2024_place_housing
1600000US4851828,48,51828,"Normandy CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4851840,48,51840,"Normangee town, Texas",2024,188700,948,29.5,78,acs5_2024_place_housing
1600000US4851852,48,51852,"Normanna CDP, Texas",2024,,,100.0,3,acs5_2024_place_housing
1600000US4851900,48,51900,"North Alamo CDP, Texas",2024,82900,697,22.8,356,acs5_2024_place_housing
1600000US4851984,48,51984,"North Cleveland city, Texas",2024,203800,,0.0,17,acs5_2024_place_housing
1600000US4852068,48,52068,"North Escobares CDP, Texas",2024,,,,0,acs5_2024_place_housing
1600000US4852212,48,52212,"Northlake town, Texas",2024,565600,1746,29.3,1100,acs5_2024_place_housing
1600000US4852302,48,52302,"North Pearsall CDP, Texas",2024,85200,,,0,acs5_2024_place_housing
1600000US4852356,48,52356,"North Richland Hills city, Texas",2024,360700,1704,48.9,10027,acs5_2024_place_housing
1600000US4852404,48,52404,"North San Pedro CDP, Texas",2024,86200,,100.0,41,acs5_2024_place_housing
1600000US4852668,48,52668,"Novice city, Texas",2024,29600,,0.0,4,acs5_2024_place_housing
1600000US4852902,48,52902,"Oak Grove town, Texas",2024,276700,1250,38.9,18,acs5_2024_place_housing
1600000US4852992,48,52992,"Oakhurst CDP, Texas",2024,,,0.0,86,acs5_2024_place_housing
1600000US4853004,48,53004,"Oak Island CDP, Texas",2024,96700,,0.0,16,acs5_2024_place_housing
1600000US4853115,48,53115,"Oak Leaf city, Texas",2024,411300,,10.5,19,acs5_2024_place_housing
1600000US4853130,48,53130,"Oak Point city, Texas",2024,395900,2227,7.9,227,acs5_2024_place_housing
1600000US4853154,48,53154,"Oak Ridge town (Cooke County), Texas",2024,,1519,72.7,77,acs5_2024_place_housing
1600000US4853160,48,53160,"Oak Ridge town (Kaufman County), Texas",2024,335500,1304,50.0,30,acs5_2024_place_housing
1600000US4853190,48,53190,"Oak Ridge North city, Texas",2024,302900,2315,48.6,35,acs5_2024_place_housing
1600000US4853212,48,53212,"Oak Trail Shores CDP, Texas",2024,121400,1456,33.5,245,acs5_2024_place_housing
1600000US4853217,48,53217,"Oak Valley town, Texas",2024,114600,,0.0,13,acs5_2024_place_housing
1600000US4853232,48,53232,"Oakwood town, Texas",2024,111500,680,43.4,76,acs5_2024_place_housing
1600000US4853304,48,53304,"O'Brien city, Texas",2024,33300,,57.1,7,acs5_2024_place_housing
1600000US4853376,48,53376,"Odem city, Texas",2024,89400,780,49.1,220,acs5_2024_place_housing
1600000US4853388,48,53388,"Odessa city, Texas",2024,223100,1315,51.3,18769,acs5_2024_place_housing
1600000US4853436,48,53436,"O'Donnell city, Texas",2024,67600,646,0.0,47,acs5_2024_place_housing
